cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,label
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
5,5,0,5,2,1,0,7,0,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,11,0,0,0,0,0,2,0,2,0,2,0,0,0,0,15,0,0,1
3,4,1,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,1,0,1
4,4,0,4,5,1,0,11,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,2,1,5,6,8,0,8,1,0,0,0,35,0,0,1
2,3,1,2,1,1,0,1,0,0.0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0
2,3,1,2,1,1,0,3,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,4,0,0,2,0,0,0,0,0,16,1,1,0
2,3,1,2,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0
3,7,4,3,6,1,0,1,15,0.0,0.0,0.0,6,2,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,0,0,0,0,1,0,1,64,1,0,1
1,1,0,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0
11,11,0,11,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7,1,0,0,0,0,7,0,1,0,2,0,0,0,0,18,1,0,1
2,2,0,2,3,2,0,4,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,1,0,0,0,1,0,0,21,2,0,0,1,0,1,0,6,0,6,1,0,0,0,68,1,0,1
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
2,3,1,2,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,13,0,0,0,0,0,3,0,3,1,3,0,0,0,0,18,1,1,1
1,1,0,1,2,1,0,1,1,0.0,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,12,6,0,0,0,0,0,0,0,12,1,0,0
3,3,0,3,2,1,0,3,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,24,4,0,4,0,0,0,0,18,0,0,0
11,14,3,11,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,8,0,0,0,0,20,1,0,1
7,13,6,7,17,1,0,14,28,0.0,0.0,0.0,8,8,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,73,2,4,5,0,0,19,0,13,4,5,1,0,0,0,45,1,0,1
3,6,3,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,1568,6,0,1,0,0,0,1,8,0,6,1,0,3,0,23,1,0,1
15,15,0,15,11,1,0,10,0,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,51,11,0,0,0,0,23,4,7,0,8,1,0,0,0,33,1,0,1
3,3,0,3,5,1,0,5,0,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,1,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,31,0,0,0
0,3,3,0,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
0,2,2,0,1,4,0,0,0,1.0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20,1,0,1
3,3,0,3,2,2,0,1,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
2,3,1,2,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0
1,5,4,1,9,1,0,8,12,0.7111112,0.0,0.0,9,0,9,0,0,0,9,0,0,0,5,1,0,5,0,0,1,0,0,44,5,0,0,0,0,11,1,6,0,6,0,0,0,0,33,1,0,1
4,5,1,4,3,2,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,13,2,0,0,0,0,3,0,1,2,1,0,0,0,0,10,1,0,0
1,5,4,1,13,1,0,8,42,0.7912088,0.0,0.0,13,0,13,0,0,0,13,0,0,0,7,1,0,7,0,0,1,0,0,60,7,0,0,0,0,15,1,8,0,8,0,0,0,0,37,1,0,1
0,2,2,0,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
5,5,0,5,4,1,0,13,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,2,8,0,8,0,0,0,0,61,0,0,1
2,2,0,2,1,1,0,4,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,1,1,0,1,0,0,0,0,11,0,0,0
2,3,1,2,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,1,0
3,5,2,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,504,6,0,1,0,0,0,1,8,0,6,1,0,3,0,22,1,0,1
2,2,0,2,1,1,0,2,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,3,0,3,0,0,0,0,13,0,0,0
1,1,0,1,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
1,2,1,1,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,1,0,0
2,2,0,2,1,1,0,2,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0
5,8,3,5,2,2,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,2,1,0,0,0,12,1,0,1
1,1,0,1,1,2,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
1,2,1,1,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1
1,4,3,1,2,3,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16,1,0,1
2,2,0,2,2,2,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,1,2,0,0,0,1,28,0,0,0
4,7,3,4,0,2,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,15,1,0,1
3,3,0,3,144,1,0,5,9549,0.9496403,0.0,0.0,139,0,135,0,4,0,139,0,0,0,1,0,0,0,1,0,0,0,0,562,135,0,4,0,0,249,1,1,2,1,1,0,0,0,50,1036,0,1
4,4,0,4,6,1,0,8,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,3,0,3,8,6,0,7,1,0,0,4,46,0,0,1
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
4,4,0,4,5,1,0,5,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1,0,0
3,3,0,3,2,1,0,5,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,15,4,5,0,5,0,0,0,0,34,0,0,0
2,2,0,2,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
3,3,0,3,76,1,0,5,2443,0.90140843,0.0,0.0,71,0,67,0,4,0,71,0,0,0,1,0,0,0,1,0,0,0,0,290,67,0,4,0,0,123,1,1,2,1,1,0,0,0,44,1036,0,1
2,4,2,2,6,1,0,4,0,0.4,0.0,0.0,5,1,4,1,0,0,4,0,0,0,2,1,0,1,0,1,1,0,1,22,2,0,0,0,0,0,0,3,0,2,1,0,0,0,47,1,0,0
4,4,0,4,2,1,0,8,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,0,0,3,4,5,0,6,0,0,0,1,16,0,0,1
3,4,1,3,5,1,0,4,1,0.0,0.0,0.0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,28,1,2,0,0,1,1,13,11,4,8,2,0,0,1,13,1,0,0
2,3,1,2,8,1,0,6,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,29,3,4,1,0,0,2,9,11,3,9,2,0,0,0,15,1,0,0
3,3,0,3,4,1,0,14,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,24,2,0,0,1,0,5,0,5,0,4,1,0,0,0,27,1,2,1
4,4,0,4,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17,8,0,0
8,10,2,8,4,1,0,3,1,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,17,1,0,1,0,0,3,0,3,0,3,1,0,0,0,37,1,0,1
0,3,3,0,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
5,5,0,5,6,1,0,9,0,0.4166667,0.0,0.0,6,0,0,0,0,6,6,0,0,0,2,0,0,2,0,0,0,0,12,50,0,0,0,0,0,22,18,7,0,7,0,0,0,0,40,0,0,1
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
2,2,0,2,3,2,0,3,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,1,0,1,1,1,1,0,0,0,22,1,0,0
2,4,2,2,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1
6,8,2,6,12,1,0,5,0,0.5,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,1,0,3,0,0,2,0,0,44,6,0,3,0,0,4,0,5,0,3,3,0,0,0,48,1,2,1
1,1,0,1,7,1,0,22,6,0.0,0.0,0.0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,37,6,1,1,3,1,6,1,7,0,8,2,0,0,1,67,1,4,1
4,5,1,4,2,2,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,1,0,1,1,1,0,0,0,0,12,1,0,0
1,1,0,1,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,43,1,0,0
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0
1,1,0,1,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20,10,0,0
1,6,5,1,21,1,0,8,150,0.86580086,0.0,0.0,21,0,21,0,0,0,21,0,0,0,11,1,0,11,0,0,1,0,0,92,11,0,0,0,0,23,1,12,0,12,0,0,0,0,43,1,0,1
3,4,1,3,5,1,0,4,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,17,0,1,0,0,0,0,0,1,0,1,2,0,0,0,11,1,0,0
3,8,5,3,6,1,0,11,6,0.0,0.0,0.0,4,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0,12,0,7,4,7,0,0,0,0,61,1025,0,1
7,7,0,7,11,1,0,19,0,0.61111116,0.0,0.0,9,0,1,0,1,7,9,0,1,0,4,2,0,4,0,0,4,0,1,60,1,2,0,0,0,6,6,16,1,16,1,0,0,0,80,1025,0,1
0,3,3,0,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
2,2,0,2,8,1,0,7,28,0.0,0.0,0.0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,8,0,8,0,0,0,0,14,0,0,1
3,3,0,3,4,2,0,7,0,0.25,0.0,0.0,4,0,3,0,1,0,4,0,0,0,1,0,0,1,0,0,1,0,0,16,2,0,0,0,1,0,1,1,1,1,0,0,0,0,19,9,0,0
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
0,1,1,0,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0
3,3,0,3,1,1,0,0,0,0.5,,,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,2,0,0,7,1,0,0,0,0,1,0,1,0,2,0,0,0,0,24,17,0,0
4,6,2,4,2,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,12,2,0,0,0,0,1,0,0,0,2,1,0,0,0,24,1,0,0
1,5,4,1,33,1,0,8,432,0.912656,0.0,0.0,33,0,33,0,0,0,33,0,0,0,17,1,0,17,0,0,1,0,0,140,17,0,0,0,0,26,1,18,0,18,0,0,0,0,58,1,0,1
8,8,0,8,5,1,0,19,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,70,0,0,0,0,0,2,2,29,0,29,0,0,0,0,33,0,0,1
9,9,0,9,4,1,0,6,0,0.25,0.0,0.0,4,1,0,0,0,4,4,0,0,0,1,0,0,1,0,0,0,0,1,18,1,0,0,0,0,4,2,1,0,1,0,0,0,0,27,0,0,1
3,3,0,3,1,1,0,1,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16,0,0,0
3,3,0,3,126,1,0,5,7218,0.94214875,0.0,0.0,121,0,117,0,4,0,121,0,0,0,1,0,0,0,1,0,0,0,0,490,117,0,4,0,0,215,1,1,2,1,1,0,0,0,48,1036,0,1
3,5,2,3,0,1,1,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,1,0,0
3,3,0,3,1,1,0,6,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0
3,4,1,3,3,1,0,2,1,0.5,0.0,0.0,2,1,2,0,0,0,2,0,0,1,3,2,0,3,0,0,1,0,0,15,1,0,1,0,0,1,0,4,0,3,1,0,0,0,24,1,1,1
2,4,2,2,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,1,0
2,2,0,2,18,1,0,14,153,0.0,0.0,0.0,18,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,1,73,0,0,0,0,4,54,33,14,0,14,0,0,0,0,35,0,0,1
2,3,1,2,12,1,0,0,30,0.73333335,0.0,0.0,12,0,12,0,0,0,12,0,0,0,5,0,0,5,0,0,0,0,0,47,5,0,0,0,0,1,1,10,0,5,0,0,0,0,81,1,0,1
17,17,0,17,13,1,0,11,0,0.0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,60,13,0,0,0,0,28,5,8,0,9,1,0,0,0,38,1,0,1
10,13,3,10,9,2,0,5,0,0.36666664,0.0,0.0,6,0,1,0,0,5,6,0,0,0,5,0,0,5,0,0,4,0,0,56,0,0,3,0,0,0,3,5,0,5,1,0,1,0,41,1025,0,1
4,5,1,4,5,2,0,4,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,1,0,0,0,2,4,0,3,1,0,1,0,29,1,0,0
2,3,1,2,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,1,0,1
10,10,0,10,4,2,0,6,0,0.0,0.0,0.0,4,1,0,0,0,4,4,0,0,0,1,0,0,1,0,0,0,0,1,33,1,0,0,0,0,4,1,1,0,1,0,0,1,0,58,0,0,1
3,3,0,3,140,1,0,5,9003,0.94814813,0.0,0.0,135,0,131,0,4,0,135,0,0,0,1,0,0,0,1,0,0,0,0,546,131,0,4,0,0,241,1,1,2,1,1,0,0,0,49,1036,0,1
10,10,0,10,3,1,0,10,0,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,1,20,0,0,0,0,0,1,0,4,1,5,1,0,0,1,40,0,0,1
3,6,3,3,2,1,2,2,1,0.6666667,0.0,0.0,2,0,2,0,0,0,2,1,0,0,3,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,1,3,0,3,0,0,0,0,10,1025,0,1
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
3,5,2,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,344,6,0,1,0,0,0,1,8,0,6,1,0,3,0,24,1,0,1
0,0,0,0,2,1,0,2,1,0.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,0,0
2,3,1,2,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,26,1,0,1
4,4,0,4,2,1,0,7,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,3,1,5,0,5,0,0,0,0,19,0,0,0
3,3,0,3,172,1,0,5,13819,0.9580838,0.0,0.0,167,0,163,0,4,0,167,0,0,0,1,0,0,0,1,0,0,0,0,674,163,0,4,0,0,299,1,1,2,1,1,0,0,0,55,1036,0,1
0,0,0,0,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,-1,0,0
1,2,1,1,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
6,7,1,6,2,1,0,9,0,0.16666667,0.0,0.0,2,0,0,0,0,2,2,0,0,0,3,1,0,3,0,0,1,0,0,16,0,0,0,0,0,9,0,3,0,3,0,0,0,0,37,0,3,1
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
3,5,2,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,456,6,0,1,0,0,0,1,8,0,6,1,0,3,0,23,1,0,1
3,4,1,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,1,0,1
1,6,5,1,11,1,0,8,25,0.7575758,0.0,0.0,11,0,11,0,0,0,11,0,0,0,6,1,0,6,0,0,1,0,0,52,6,0,0,0,0,11,1,7,0,7,0,0,0,0,29,1,0,1
3,4,1,3,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,1,0,1
1,1,0,1,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,10,0,0
6,9,3,6,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,10,0,0,0,0,0,14,1,0,0,8,0,0,0,0,22,1,0,1
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2,3,1,2,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0
2,2,0,2,3,1,0,6,0,0.0,,,1,0,0,1,0,0,1,0,0,0,2,2,0,2,0,0,2,0,0,17,0,0,0,1,0,3,0,4,0,4,1,0,0,0,31,1,2,0
5,5,0,5,5,1,0,7,0,0.0,0.0,0.0,5,2,2,0,0,3,5,0,0,0,1,1,0,1,0,0,0,0,0,22,0,0,0,0,0,0,2,3,0,2,0,0,0,0,19,0,0,1
3,6,3,3,1,4,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9,1,0,0
4,4,0,4,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,8,1,0,0,0,0,3,0,0,0,3,0,0,0,0,24,1,0,1
3,3,0,3,60,1,0,5,1443,0.8727273,0.0,0.0,55,0,51,0,4,0,55,0,0,0,1,0,0,0,1,0,0,0,0,226,51,0,4,0,0,93,1,1,2,1,1,0,0,0,40,1036,0,1
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
2,2,0,2,2,1,0,3,0,0.25,0.0,0.0,2,0,2,0,0,0,2,0,0,0,4,1,0,4,0,0,3,0,1,15,0,0,0,0,0,0,1,4,0,5,0,0,0,0,35,1,0,1
5,5,0,5,3,1,0,12,0,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,1,0,0,15,0,0,0,0,0,3,2,3,0,3,0,0,0,0,20,0,0,1
1,3,2,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0
2,3,1,2,5,1,0,3,1,0.0,0.0,0.0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,17,0,2,0,0,0,1,11,6,4,4,2,0,0,0,9,1,0,0
1,3,2,1,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
4,4,0,4,1,1,0,2,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,5,0,5,0,0,0,0,28,0,0,0
